Accident_Index,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_Limit,Junction_Detail,Junction_Control,Pedestrian_Crossing_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Road_Hazards,Vehicle_Reference.x,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Casualty_Severity,Pedestrian_Location,Car_Passenger,Bus_or_Coach_Passenger,Vehicle_Reference.y,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_in_Restricted_Lane,Skidding_and_Overturning,Hit_Object_on_Road,Vehicle_veer_off_Road,Hit_Object_off_Road,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Engine_Capacity_CC,Engine_Type,Age_of_Vehicle
200501CW11147,Serious,2,1,2/8/2005,Tuesday,14:00,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,27,Serious,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW11148,Slight,2,1,3/8/2005,Wednesday,22:30,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,35,Slight,Not pedestrian,None,None,1,Motorcycle,Moving off,N,No,N,N,N,Unknown,M,35,125,Petrol,2
200501CW11148,Slight,2,1,3/8/2005,Wednesday,22:30,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,35,Slight,Not pedestrian,None,None,2,Taxi/Grab,Going ahead,N,No,N,N,N,Job,M,-1,2664,Heavy oil,9
200501CW11151,Slight,2,1,10/8/2005,Wednesday,8:35,Dual motorway ,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,28,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,28,NA,NA,NA
200501CW11151,Slight,2,1,10/8/2005,Wednesday,8:35,Dual motorway ,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,28,Slight,Not pedestrian,None,None,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,41,2494,Petrol,1
200501CW11152,Slight,2,1,20/7/2005,Wednesday,13:00,Single motorway,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,30,Slight,Not pedestrian,None,None,1,Motorcycle,Waiting to/Turning left,N,No,N,N,N,Unknown,M,30,49,Petrol,1
200501CW11152,Slight,2,1,20/7/2005,Wednesday,13:00,Single motorway,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Driver,M,30,Slight,Not pedestrian,None,None,2,Unknown,Going ahead,N,No,N,N,N,Job,M,37,NA,NA,NA
200501CW11153,Slight,2,1,2/9/2005,Friday,18:40,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,37,Slight,Not pedestrian,None,None,1,Car,Parking,N,No,N,N,N,Unknown,M,51,NA,NA,NA
200501CW11153,Slight,2,1,2/9/2005,Friday,18:40,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,F,37,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,37,NA,NA,NA
200501CW11155,Slight,1,1,2/9/2005,Friday,10:17,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,Oil,None,1,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Motorcycle,Waiting to/Turning left,N,No,N,N,N,Unknown,M,26,600,Petrol,6
200501CW11156,Slight,2,1,2/9/2005,Friday,12:05,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Motorcycle,Changing lane,N,No,N,N,N,Unknown,M,-1,742,Petrol,8
200501CW11156,Slight,2,1,2/9/2005,Friday,12:05,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,-1,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501CW11157,Slight,2,1,2/9/2005,Friday,17:14,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,15,Slight,Not pedestrian,Front seat,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,70,1998,Petrol,6
200501CW11157,Slight,2,1,2/9/2005,Friday,17:14,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,15,Slight,Not pedestrian,Front seat,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW11161,Slight,2,1,5/9/2005,Monday,12:14,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,52,Slight,Not pedestrian,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,52,NA,NA,NA
200501CW11161,Slight,2,1,5/9/2005,Monday,12:14,Single motorway,30,Crossroad,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,52,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,76,1985,Petrol,13
200501CW11162,Slight,2,1,30/6/2005,Thursday,1:35,Dual motorway ,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Passenger,F,37,Slight,Not pedestrian,Rear seat,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,31,1331,Petrol,11
200501CW11162,Slight,2,1,30/6/2005,Thursday,1:35,Dual motorway ,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Passenger,F,37,Slight,Not pedestrian,Rear seat,None,2,Taxi/Grab,Going ahead,N,Overturn,N,N,N,Job,M,-1,2664,Heavy oil,10
200501CW11163,Slight,1,1,9/9/2005,Friday,19:30,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,19,Slight,Elsewhere,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW11164,Slight,1,1,12/7/2005,Tuesday,13:42,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,35,Slight,Crossing on facility,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,F,49,2188,Heavy oil,4
200501CW11165,Slight,2,2,15/7/2005,Friday,0:42,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,Previous accident,1,1,Passenger,F,29,Slight,Not pedestrian,Rear seat,None,1,Taxi/Grab,Going ahead,N,No,Y,Y,N,Job,M,34,1896,Heavy oil,4
200501CW11165,Slight,2,2,15/7/2005,Friday,0:42,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,Previous accident,1,1,Passenger,F,29,Slight,Not pedestrian,Rear seat,None,2,Car,Waiting to/Turning right,N,No,Y,Y,N,Unknown,M,37,2283,Heavy oil,7
200501CW11165,Slight,2,2,15/7/2005,Friday,0:42,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,Previous accident,1,2,Passenger,F,24,Slight,Not pedestrian,Rear seat,None,1,Taxi/Grab,Going ahead,N,No,Y,Y,N,Job,M,34,1896,Heavy oil,4
200501CW11165,Slight,2,2,15/7/2005,Friday,0:42,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,Previous accident,1,2,Passenger,F,24,Slight,Not pedestrian,Rear seat,None,2,Car,Waiting to/Turning right,N,No,Y,Y,N,Unknown,M,37,2283,Heavy oil,7
200501CW11166,Serious,2,1,31/8/2005,Wednesday,14:53,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,25,Serious,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,Skid,Y,Y,Y,Unknown,M,25,498,Petrol,7
200501CW11166,Serious,2,1,31/8/2005,Wednesday,14:53,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,25,Serious,Not pedestrian,None,None,2,Car,Overtaking,N,No,N,N,N,Unknown,F,24,1339,Petrol,2
200501CW11167,Serious,1,1,16/7/2005,Saturday,19:21,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,43,Serious,Elsewhere,None,None,1,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,47,NA,NA,NA
200501CW11169,Slight,2,1,4/9/2005,Sunday,21:15,Single motorway,30,Crossroad,Traffic light,Traffic light,Unknown,Fine,Dry,None,None,1,1,Driver,F,60,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,F,60,NA,NA,NA
200501CW11169,Slight,2,1,4/9/2005,Sunday,21:15,Single motorway,30,Crossroad,Traffic light,Traffic light,Unknown,Fine,Dry,None,None,1,1,Driver,F,60,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,NA,-1,NA,NA,NA
200501CW11170,Slight,2,1,11/9/2005,Sunday,15:35,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,16,Slight,Not pedestrian,None,None,1,Bicycle,Waiting to/Turning right,N,No,N,N,N,Unknown,M,12,NA,NA,NA
200501CW11170,Slight,2,1,11/9/2005,Sunday,15:35,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,M,16,Slight,Not pedestrian,None,None,2,Car,Overtaking,N,No,N,N,N,Unknown,M,41,NA,NA,NA
200501CW11171,Slight,1,1,26/8/2005,Friday,15:40,Single motorway,30,Crossroad,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,21,Slight,Crossing on facility,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,NA,-1,1998,Petrol,14
200501CW11172,Slight,2,1,10/9/2005,Saturday,14:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Wet,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Going ahead,N,No,Y,Y,Y,Job,M,44,8300,Heavy oil,5
200501CW11172,Slight,2,1,10/9/2005,Saturday,14:57,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Wet,None,None,1,1,Passenger,M,-1,Slight,Not pedestrian,None,Seated,2,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,52,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Parking,N,No,N,N,N,Job,M,54,8268,Heavy oil,2
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Passenger,F,52,Slight,Not pedestrian,None,Seated,2,Bus/Coach,Overtaking,N,No,N,N,N,Job,M,22,7300,Heavy oil,3
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,3,Passenger,F,22,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Parking,N,No,N,N,N,Job,M,54,8268,Heavy oil,2
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,3,Passenger,F,22,Slight,Not pedestrian,None,Seated,2,Bus/Coach,Overtaking,N,No,N,N,N,Job,M,22,7300,Heavy oil,3
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,2,Passenger,M,46,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Parking,N,No,N,N,N,Job,M,54,8268,Heavy oil,2
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,2,Passenger,M,46,Slight,Not pedestrian,None,Seated,2,Bus/Coach,Overtaking,N,No,N,N,N,Job,M,22,7300,Heavy oil,3
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,4,Passenger,F,31,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Parking,N,No,N,N,N,Job,M,54,8268,Heavy oil,2
200501CW11175,Slight,2,4,1/9/2005,Thursday,7:10,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,4,Passenger,F,31,Slight,Not pedestrian,None,Seated,2,Bus/Coach,Overtaking,N,No,N,N,N,Job,M,22,7300,Heavy oil,3
200501CW11176,Slight,2,1,8/9/2005,Thursday,10:25,Single motorway,30,T-junction,Traffic controller,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,F,31,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Job,M,33,1896,Heavy oil,NA
200501CW11176,Slight,2,1,8/9/2005,Thursday,10:25,Single motorway,30,T-junction,Traffic controller,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,F,31,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,F,31,599,Petrol,3
200501CW11177,Slight,1,1,13/4/2005,Wednesday,17:00,Dual motorway ,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,34,Slight,Sidewalk,None,None,1,Bus/Coach,Moving off,N,No,N,N,N,Job,NA,-1,NA,NA,NA
200501CW11178,Slight,3,2,24/8/2005,Wednesday,19:01,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,2,2,Driver,M,44,Slight,Not pedestrian,None,None,1,Car,Overtaking,N,No,N,N,N,Unknown,M,-1,1796,Petrol,12
200501CW11178,Slight,3,2,24/8/2005,Wednesday,19:01,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,2,2,Driver,M,44,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,44,75,Petrol,11
200501CW11178,Slight,3,2,24/8/2005,Wednesday,19:01,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,2,2,Driver,M,44,Slight,Not pedestrian,None,None,3,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,67,NA,NA,NA
200501CW11178,Slight,3,2,24/8/2005,Wednesday,19:01,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,3,1,Driver,M,67,Slight,Not pedestrian,None,None,1,Car,Overtaking,N,No,N,N,N,Unknown,M,-1,1796,Petrol,12
200501CW11178,Slight,3,2,24/8/2005,Wednesday,19:01,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,3,1,Driver,M,67,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,44,75,Petrol,11
200501CW11178,Slight,3,2,24/8/2005,Wednesday,19:01,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Rain,Wet,None,None,3,1,Driver,M,67,Slight,Not pedestrian,None,None,3,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,67,NA,NA,NA
200501CW11179,Slight,1,1,5/9/2005,Monday,12:16,Single motorway,30,T-junction,Give-way sign,Zebra crossing,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,32,Slight,Crossing within 50m of facility,None,None,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,M,55,6370,Heavy oil,1
200501CW11180,Slight,1,1,8/9/2005,Thursday,14:44,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,-1,Slight,Not pedestrian,None,None,1,Car,Halting,N,No,N,N,N,Unknown,M,-1,2993,Heavy oil,1
200501CW11181,Slight,2,1,9/8/2005,Tuesday,12:47,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,29,Slight,Not pedestrian,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Job,M,-1,NA,NA,NA
200501CW11181,Slight,2,1,9/8/2005,Tuesday,12:47,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,29,Slight,Not pedestrian,None,None,2,Motorcycle,Parking,N,No,N,N,N,Job,M,29,599,Petrol,5
200501CW11182,Slight,2,1,1/9/2005,Thursday,8:40,Single motorway,30,T-junction,Give-way sign,Crossing with island,Daylight,Fine,Dry,None,None,2,1,Driver,M,35,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,32,3199,Petrol,8
200501CW11182,Slight,2,1,1/9/2005,Thursday,8:40,Single motorway,30,T-junction,Give-way sign,Crossing with island,Daylight,Fine,Dry,None,None,2,1,Driver,M,35,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,Y,No,N,N,N,Unknown,M,35,NA,NA,NA
200501CW11183,Slight,2,1,1/9/2005,Thursday,8:20,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,1,Taxi/Grab,Going ahead,N,No,N,N,N,Unknown,M,56,2664,Heavy oil,8
200501CW11183,Slight,2,1,1/9/2005,Thursday,8:20,Single motorway,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,34,Slight,Not pedestrian,None,None,2,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,34,NA,NA,NA
200501CW11184,Slight,1,1,1/9/2005,Thursday,2:20,Single motorway,30,More than 4 sections,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Pedestrian,M,24,Slight,Unknown,None,None,1,Car,Moving off,N,No,N,N,N,Unknown,M,45,1998,Petrol,9
200501CW11185,Slight,2,2,1/9/2005,Thursday,2:12,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,28,Slight,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,28,NA,NA,NA
200501CW11185,Slight,2,2,1/9/2005,Thursday,2:12,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Driver,M,28,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,38,1794,Petrol,3
200501CW11185,Slight,2,2,1/9/2005,Thursday,2:12,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,2,Driver,M,38,Slight,Not pedestrian,None,None,1,Car,Waiting,N,No,N,N,N,Unknown,M,28,NA,NA,NA
200501CW11185,Slight,2,2,1/9/2005,Thursday,2:12,Single motorway,30,T-junction,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,2,Driver,M,38,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,38,1794,Petrol,3
200501CW11186,Slight,1,1,12/9/2005,Monday,19:44,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,1,1,Passenger,F,49,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Moving off,N,No,N,N,N,Job,M,49,6370,Heavy oil,1
200501CW11187,Slight,1,1,30/7/2005,Saturday,16:20,Single motorway,30,Crossroad,Traffic light,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,27,Slight,Sidewalk,None,None,1,Bus/Coach,Moving off,N,No,N,N,N,Job,M,-1,NA,NA,NA
200501CW11188,Slight,2,1,15/5/2005,Sunday,12:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,22,Slight,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,Y,N,N,Unknown,M,22,NA,NA,NA
200501CW11188,Slight,2,1,15/5/2005,Sunday,12:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,22,Slight,Not pedestrian,None,None,2,Taxi/Grab,Parking,N,No,N,N,N,Job,M,-1,2664,Heavy oil,16
200501CW11189,Serious,1,1,15/8/2005,Monday,21:17,Dual motorway ,30,Not at junction,NA,Non-junction pedestrian light crossing,Lights lit,Fine,Dry,None,None,1,1,Driver,M,52,Serious,Not pedestrian,None,None,1,Bicycle,Going ahead,N,No,Y,Y,Y,Unknown,M,52,NA,NA,NA
200501CW11190,Serious,1,1,20/8/2005,Saturday,14:30,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Passenger,F,10,Serious,Not pedestrian,None,Seated,1,Bus/Coach,Going ahead,N,No,N,N,N,Job,M,-1,8268,Heavy oil,2
200501CW11191,Slight,1,1,28/8/2005,Sunday,17:10,Dual motorway ,30,Not at junction,NA,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,1,1,Passenger,M,35,Slight,Not pedestrian,None,Seated,1,Bus/Coach,Moving off,N,No,N,N,N,Job,M,47,7300,Heavy oil,1
200501CW11192,Slight,3,1,29/8/2005,Monday,23:14,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Driver,M,30,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,Y,Y,Y,Unknown,M,20,NA,NA,NA
200501CW11192,Slight,3,1,29/8/2005,Monday,23:14,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Driver,M,30,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,No,N,N,N,Unknown,M,30,124,Petrol,NA
200501CW11192,Slight,3,1,29/8/2005,Monday,23:14,Single motorway,30,Crossroad,Traffic light,Traffic light,Lights lit,Fine,Dry,None,None,2,1,Driver,M,30,Slight,Not pedestrian,None,None,3,Car,Going ahead,N,No,N,N,N,Unknown,M,28,998,Petrol,6
200501CW11193,Slight,1,1,3/9/2005,Saturday,15:17,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,20,Slight,On island,None,None,1,Bus/Coach,Waiting to/Turning left,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW11194,Slight,1,1,26/4/2005,Tuesday,10:00,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Wet,None,None,1,1,Passenger,F,-1,Slight,Not pedestrian,None,Boarding,1,Bus/Coach,Moving off,N,No,N,N,N,Job,M,29,NA,NA,NA
200501CW11195,Slight,1,1,5/9/2005,Monday,7:20,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,17,Slight,Elsewhere,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Unknown,M,33,1389,Petrol,11
200501CW11196,Slight,2,1,5/9/2005,Monday,8:30,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,24,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,M,32,NA,NA,NA
200501CW11196,Slight,2,1,5/9/2005,Monday,8:30,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,2,1,Driver,M,24,Slight,Not pedestrian,None,None,2,Motorcycle,Overtaking,N,No,N,N,N,Unknown,M,24,124,Petrol,4
200501CW11197,Serious,2,1,20/7/2005,Wednesday,16:50,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,34,Serious,Not pedestrian,None,None,1,Motorcycle,Halting,N,No,N,N,N,Unknown,M,34,125,Petrol,1
200501CW11197,Serious,2,1,20/7/2005,Wednesday,16:50,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Driver,M,34,Serious,Not pedestrian,None,None,2,Car,Changing lane,N,No,N,N,N,Unknown,F,36,1769,Petrol,3
200501CW11198,Slight,2,1,7/9/2005,Wednesday,8:20,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning left,N,No,N,N,N,Unknown,M,50,1796,Petrol,6
200501CW11198,Slight,2,1,7/9/2005,Wednesday,8:20,Single motorway,30,T-junction,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,2,Bicycle,Waiting to/Turning right,N,No,N,N,N,Unknown,M,26,NA,NA,NA
200501CW11202,Slight,2,1,19/7/2005,Tuesday,0:24,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,1,Motorcycle,Going ahead,N,Skid,N,N,N,Unknown,M,36,1137,Petrol,5
200501CW11202,Slight,2,1,19/7/2005,Tuesday,0:24,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Lights lit,Fine,Dry,None,None,1,1,Driver,M,36,Slight,Not pedestrian,None,None,2,Taxi/Grab,Changing lane,N,No,N,N,N,Job,M,-1,2664,Heavy oil,7
200501CW11204,Slight,2,1,3/7/2005,Sunday,18:59,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,40,Slight,Not pedestrian,None,None,1,Car,Going ahead,N,No,N,N,N,Unknown,M,40,1798,Petrol,4
200501CW11204,Slight,2,1,3/7/2005,Sunday,18:59,Single motorway,30,Crossroad,Traffic light,Traffic light,Daylight,Fine,Dry,None,None,1,1,Driver,M,40,Slight,Not pedestrian,None,None,2,Car,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW11205,Slight,1,1,18/7/2005,Monday,9:15,Single motorway,30,T-junction,Give-way sign,Non-junction pedestrian light crossing,Daylight,Fine,Dry,None,None,1,1,Pedestrian,F,-1,Slight,Crossing on facility,None,None,1,Bicycle,Going ahead,N,No,N,N,N,Unknown,M,-1,NA,NA,NA
200501CW11207,Slight,2,1,18/9/2005,Sunday,13:07,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,1,Car,Waiting to/Turning right,N,No,N,N,N,Unknown,F,41,954,Petrol,14
200501CW11207,Slight,2,1,18/9/2005,Sunday,13:07,Dual motorway ,30,T-junction,Give-way sign,No physical crossing facility,Daylight,Fine,Dry,None,None,2,1,Driver,M,26,Slight,Not pedestrian,None,None,2,Motorcycle,Going ahead,N,Skid,N,N,N,Unknown,M,26,636,Petrol,NA
200501CW11208,Slight,1,1,31/8/2005,Wednesday,15:30,Single motorway,30,Not at junction,NA,No physical crossing facility,Daylight,Fine,Dry,None,None,1,1,Pedestrian,M,42,Slight,Sidewalk,None,None,1,Goods Van,Going ahead,N,No,N,N,N,Job,NA,-1,NA,NA,NA
